,PERSON_ID,DISPLAY_FIRST_LAST,SCHOOL,BIRTHDATE,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,203488,Mike Muscala,Bucknell,1991-07-01T00:00:00,9,2013,2,44
0,1629004,Svi Mykhailiuk,Kansas,1997-06-10T00:00:00,4,2018,2,47
0,2059,Eduardo Najera,Oklahoma,1976-07-11T00:00:00,13,2000,2,38
0,77685,Larry Nance,Clemson,1959-02-12T00:00:00,13,1981,1,20
0,203894,Shabazz Napier,Connecticut,1991-07-14T00:00:00,7,2014,1,24
0,201634,DeMarcus Nelson,Duke,1985-11-02T00:00:00,2,Undrafted,Undrafted,Undrafted
0,2749,Jameer Nelson,St. Joseph's (PA),1982-02-09T00:00:00,15,2004,1,20
0,1629005,Malik Newman,Kansas,1997-02-21T00:00:00,2,2018,,
0,1627777,Georges Niang,Iowa State,1993-06-17T00:00:00,6,2016,2,50
0,201193,Demetris Nichols,Syracuse,1984-09-04T00:00:00,3,2007,2,53
0,203094,Andrew Nicholson,St. Bonaventure,1989-12-08T00:00:00,6,2012,1,19
0,1630227,Daishen Nix,NBA G League Ignite,2002-02-13T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1630192,Zeke Nnaji,Arizona,2001-01-09T00:00:00,2,2020,1,22
0,201149,Joakim Noah,Florida,1985-02-25T00:00:00,14,2007,1,9
0,200786,David Noel,North Carolina,1984-02-27T00:00:00,2,2006,2,39
0,203457,Nerlens Noel,Kentucky,1994-04-10T00:00:00,8,2013,1,6
0,200779,Steve Novak,Marquette,1983-06-13T00:00:00,11,2006,2,32
0,1629669,Jaylen Nowell,Washington,1999-07-09T00:00:00,3,2019,2,43
0,1629670,Jordan Nwora,Louisville,1998-09-09T00:00:00,2,2020,2,45
0,200753,Patrick O'Bryant,Bradley,1986-06-20T00:00:00,5,2006,1,9
0,203124,Kyle O'Quinn,Norfolk State,1990-03-26T00:00:00,9,2012,2,49
0,201141,Greg Oden,Ohio State,1988-01-22T00:00:00,4,2007,1,1
0,1628400,Semi Ojeleye,Southern Methodist,1994-12-05T00:00:00,5,2017,2,37
0,2731,Emeka Okafor,Connecticut,1982-09-28T00:00:00,11,2004,1,2
0,1629643,Chuma Okeke,Auburn,1998-08-18T00:00:00,2,2019,1,16
0,1629006,Josh Okogie,Georgia Tech,1998-09-01T00:00:00,4,2018,1,20
0,1629644,KZ Okpala,Stanford,1999-04-28T00:00:00,3,2019,2,32
0,203506,Victor Oladipo,Indiana,1992-05-04T00:00:00,9,2013,1,2
0,1628419,Cameron Oliver,Nevada,1996-07-11T00:00:00,2,Undrafted,Undrafted,Undrafted
0,203482,Kelly Olynyk,Gonzaga,1991-04-19T00:00:00,9,2013,1,13
0,1629671,Miye Oni,Yale,1997-08-04T00:00:00,3,2019,2,58
0,1627778,Chinanu Onuaku,Louisville,1996-11-01T00:00:00,3,2016,2,37
0,202350,Daniel Orton,Kentucky,1990-08-06T00:00:00,3,2010,1,29
0,2442,Chris Owens,Texas-Austin,1979-03-01T00:00:00,2,2002,2,47
0,1627779,Marcus Paige,North Carolina,1993-09-11T00:00:00,2,2016,2,55
0,2457,Jannero Pargo,Arkansas,1979-10-22T00:00:00,11,Undrafted,Undrafted,Undrafted
0,202951,Jeremy Pargo,Gonzaga,1986-03-17T00:00:00,3,2009,0,0
0,2470,Smush Parker,Fordham,1981-06-01T00:00:00,6,Undrafted,Undrafted,Undrafted
0,202718,Chandler Parsons,Florida,1988-10-25T00:00:00,9,2011,2,38
0,1629672,Eric Paschall,Villanova,1996-11-04T00:00:00,3,2019,2,41
0,203934,Lamar Patterson,Pittsburgh,1991-08-12T00:00:00,2,2014,2,48
0,202335,Patrick Patterson,Kentucky,1989-03-14T00:00:00,12,2010,1,14
0,1628383,Justin Patton,Creighton,1997-06-14T00:00:00,4,2017,1,16
0,203464,Brandon Paul,Illinois,1991-04-30T00:00:00,1,Undrafted,Undrafted,Undrafted
0,101108,Chris Paul,Wake Forest,1985-05-06T00:00:00,17,2005,1,4
0,203940,Adreian Payne,Michigan State,1991-02-19T00:00:00,4,2014,1,15
0,1626166,Cameron Payne,Murray State,1994-08-08T00:00:00,7,2015,1,14
0,203901,Elfrid Payton,Louisana-Lafayette,1994-02-22T00:00:00,8,2014,1,10
0,1627780,Gary Payton II,Oregon State,1992-12-01T00:00:00,6,Undrafted,Undrafted,Undrafted
0,203658,Norvel Pelle,Iona,1993-02-03T00:00:00,3,Undrafted,Undrafted,Undrafted
0,2632,Kirk Penney,Wisconsin,1980-11-23T00:00:00,3,Undrafted,Undrafted,Undrafted
0,1629617,Reggie Perry,Mississippi State,2000-03-21T00:00:00,2,2020,2,57
0,1628409,Alec Peters,Valparaiso,1995-04-13T00:00:00,1,2017,2,54
0,1629033,Theo Pinson,North Carolina,1995-11-05T00:00:00,4,Undrafted,Undrafted,Undrafted
0,202354,Dexter Pittman,Texas-Austin,1988-03-02T00:00:00,4,2010,2,32
0,203486,Mason Plumlee,Duke,1990-03-05T00:00:00,9,2013,1,22
0,203101,Miles Plumlee,Duke,1988-09-01T00:00:00,8,2012,1,26
0,2750,Pavel Podkolzin,Metis Varese,1985-01-15T00:00:00,2,2004,1,21
0,1627751,Jakob Poeltl,Utah,1995-10-15T00:00:00,6,2016,1,9
0,1629044,Shamorie Ponds,St. John's,1998-06-29T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1630582,Yves Pons,Tennessee,1999-05-07T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1629673,Jordan Poole,Michigan,1999-06-19T00:00:00,3,2019,1,28
0,2084,Chris Porter,Auburn,1978-05-09T00:00:00,1,2000,2,55
0,1629007,Jontay Porter,Missouri,1999-11-15T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1629645,Kevin Porter Jr.,Southern California,2000-05-04T00:00:00,3,2019,1,30
0,1626171,Bobby Portis,Arkansas,1995-02-10T00:00:00,7,2015,1,22
0,2068,Lavor Postell,St. John's,1978-02-26T00:00:00,4,2000,2,39
0,203939,Dwight Powell,Stanford,1991-07-20T00:00:00,8,2014,2,45
0,2694,Josh Powell,North Carolina State,1983-01-25T00:00:00,8,Undrafted,Undrafted,Undrafted
0,1626181,Norman Powell,UCLA,1993-05-25T00:00:00,7,2015,2,46
0,101232,Roger Powell,Illinois,1983-01-15T00:00:00,2,Undrafted,Undrafted,Undrafted
0,203515,Phil Pressey,Missouri,1991-02-17T00:00:00,4,Undrafted,Undrafted,Undrafted
0,1630554,Jason Preston,Ohio,1999-08-10T00:00:00,0,2021,2,33
0,101179,Ronnie Price,Utah Valley,1983-06-21T00:00:00,13,Undrafted,Undrafted,Undrafted
0,1630563,Joshua Primo,Alabama,2002-12-24T00:00:00,1,2021,1,12
0,1627752,Taurean Prince,Baylor,1994-03-22T00:00:00,6,2016,1,12
0,1629674,Neemias Queta,Utah State,1999-07-13T00:00:00,1,2021,2,39
0,1630193,Immanuel Quickley,Kentucky,1999-06-17T00:00:00,2,2020,1,25
0,200809,Chris Quinn,Notre Dame,1983-09-27T00:00:00,7,Undrafted,Undrafted,Undrafted
0,1628397,Ivan Rabb,"University of California, Berkeley",1997-02-04T00:00:00,3,2017,2,35
0,2080,Igor Rakocevic,Buducnost,1978-03-29T00:00:00,2,2000,2,51
0,1630186,Jahmi'us Ramsey,Texas Tech,2001-06-09T00:00:00,2,2020,2,43
0,1626184,Chasson Randle,Stanford,1993-02-05T00:00:00,5,2015,,
0,203944,Julius Randle,Kentucky,1994-11-29T00:00:00,8,2014,1,7
0,201576,Anthony Randolph,Louisiana State,1989-07-15T00:00:00,6,2008,1,14
0,202360,Andy Rautins,Syracuse,1986-11-02T00:00:00,2,2010,2,38
0,200810,Allan Ray,Villanova,1984-06-17T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1630559,Austin Reaves,Oklahoma,1998-05-29T00:00:00,1,Undrafted,Undrafted,Undrafted
0,2072,Michael Redd,Ohio State,1979-08-24T00:00:00,13,2000,2,43
0,200755,JJ Redick,Duke,1984-06-24T00:00:00,16,2006,1,11
0,1628432,Davon Reed,Miami,1995-06-11T00:00:00,3,2017,2,32
0,1629675,Naz Reid,Louisiana State,1999-08-26T00:00:00,3,Undrafted,Undrafted,Undrafted
0,2876,Jared Reiner,Iowa,1982-04-08T00:00:00,3,Undrafted,Undrafted,Undrafted
0,779,Glen Rice,Michigan,1967-05-28T00:00:00,15,1989,1,4
0,203318,Glen Rice,Michigan,1991-01-01T00:00:00,2,2013,2,35
0,201181,Chris Richard,Florida,1984-12-25T00:00:00,3,2007,2,41
0,1630208,Nick Richards,Kentucky,1997-11-29T00:00:00,2,2020,2,42
0,2202,Jason Richardson,Michigan State,1981-01-20T00:00:00,14,2001,1,5
0,1627781,Malachi Richardson,Syracuse,1996-01-05T00:00:00,3,2016,1,22
0,2369,Norman Richardson,Hofstra,1977-07-24T00:00:00,2,Undrafted,Undrafted,Undrafted
0,2557,Luke Ridnour,Oregon,1981-02-13T00:00:00,12,2003,1,14
0,1630203,Grant Riller,College of Charleston,1997-02-08T00:00:00,2,2020,2,56
0,203085,Austin Rivers,Duke,1992-08-01T00:00:00,10,2012,1,10
0,203460,Andre Roberson,Colorado,1991-12-04T00:00:00,7,2013,1,26
0,101194,Anthony Roberson,Florida,1983-02-14T00:00:00,4,Undrafted,Undrafted,Undrafted
0,2121,Terrance Roberson,Fresno State,1976-12-30T00:00:00,1,Undrafted,Undrafted,Undrafted
0,203148,Brian Roberts,University of Dayton,1985-12-03T00:00:00,6,Undrafted,Undrafted,Undrafted
0,101160,Lawrence Roberts,Mississippi State,1982-10-20T00:00:00,3,2005,2,55
0,2774,Bernard Robinson,Michigan,1980-12-26T00:00:00,4,2004,2,45
0,1628421,Devin Robinson,Florida,1995-03-07T00:00:00,3,2017,,
0,1629010,Jerome Robinson,Boston College,1997-02-22T00:00:00,3,2018,1,13
0,101126,Nate Robinson,Washington,1984-05-31T00:00:00,11,2005,1,21
0,203080,Thomas Robinson,Kansas,1991-03-17T00:00:00,6,2012,1,5
0,203922,Glenn Robinson III,Michigan,1994-01-08T00:00:00,7,2014,2,40
0,1630526,Jeremiah Robinson-Earl,Villanova,2000-11-03T00:00:00,1,2021,2,32
0,1629676,Isaiah Roby,Nebraska-Lincoln,1998-02-03T00:00:00,3,2019,2,45
0,201565,Derrick Rose,Memphis,1988-10-04T00:00:00,13,2008,1,1
0,203082,Terrence Ross,Washington,1991-02-05T00:00:00,10,2012,1,8
0,200750,Brandon Roy,Washington,1984-07-23T00:00:00,6,2006,1,6
0,1626179,Terry Rozier,Louisville,1994-03-17T00:00:00,7,2015,1,16
0,201575,Brandon Rush,Kansas,1985-07-07T00:00:00,10,2008,1,13
0,2416,Kareem Rush,Missouri,1980-10-30T00:00:00,7,2002,1,20
0,2422,John Salmons,Miami,1979-12-12T00:00:00,13,2002,1,26
0,1629677,Luka Samanic,                                   ,2000-01-09T00:00:00,3,2019,1,19
0,2143,Pepe Sanchez,Temple,1977-05-08T00:00:00,2,Undrafted,Undrafted,Undrafted
0,202336,Larry Sanders,Va Commonwealth,1988-11-21T00:00:00,6,2010,1,15
0,2219,Jeryl Sasser,Southern Methodist,1979-02-13T00:00:00,3,2001,1,22
0,203107,Tomas Satoransky,FC Barcelona,1991-10-30T00:00:00,6,2012,2,32
0,2261,Kenny Satterfield,Cincinnati,1981-04-10T00:00:00,3,2001,2,53
0,2453,Predrag Savovic,Hawaii,1976-05-21T00:00:00,2,Undrafted,Undrafted,Undrafted
0,2243,Brian Scalabrine,Southern California,1978-03-18T00:00:00,12,2001,2,34
0,2637,Alex Scales,Oregon,1978-07-03T00:00:00,1,Undrafted,Undrafted,Undrafted
0,101195,Luke Schenscher,Georgia Tech,1981-12-31T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1629678,Admiral Schofield,Tennessee,1997-03-30T00:00:00,2,2019,2,42
0,203471,Dennis Schroder,Braunschweig,1993-09-15T00:00:00,9,2013,1,17
0,203118,Mike Scott,Virginia,1988-07-16T00:00:00,10,2012,2,43
0,202729,Josh Selby,Kansas,1991-03-27T00:00:00,2,2011,2,49
0,1627782,Wayne Selden,Kansas,1994-09-30T00:00:00,4,2016,,
0,200754,Mouhamed Sene,Verviers-Pepinster,1986-05-12T00:00:00,4,2006,1,10
0,201196,Ramon Sessions,Nevada-Reno,1986-04-11T00:00:00,12,2007,2,56
0,1629012,Collin Sexton,Alabama,1999-01-04T00:00:00,4,2018,1,8
0,201203,Mustafa Shakur,Arizona,1984-08-18T00:00:00,3,Undrafted,Undrafted,Undrafted
0,1629013,Landry Shamet,Wichita State,1997-03-13T00:00:00,4,2018,1,26
0,1630549,Day'Ron Sharpe,North Carolina,2001-11-06T00:00:00,1,2021,1,29
0,1629621,Marial Shayok,Iowa State,1995-07-26T00:00:00,2,2019,2,54
0,202697,Iman Shumpert,Georgia Tech,1990-06-26T00:00:00,10,2011,1,17
0,1627783,Pascal Siakam,New Mexico State,1994-04-02T00:00:00,6,2016,1,27
0,101134,Wayne Simien,Kansas,1983-03-09T00:00:00,3,2005,1,29
0,2250,Bobby Simmons,DePaul,1980-06-02T00:00:00,11,2001,2,41
0,200759,Cedric Simmons,North Carolina State,1986-01-03T00:00:00,4,2006,1,15
0,1628424,Kobi Simmons,Arizona,1997-07-04T00:00:00,3,Undrafted,Undrafted,Undrafted
0,1629014,Anfernee Simons,Edgewater HS (FL),1999-06-08T00:00:00,4,2018,1,24
0,203156,Henry Sims,Georgetown,1990-03-27T00:00:00,5,Undrafted,Undrafted,Undrafted
0,1630579,Jericho Sims,Texas-Austin,1998-10-20T00:00:00,1,2021,2,58
0,202713,Kyle Singler,Duke,1988-05-04T00:00:00,6,2011,2,33
0,201606,Sean Singletary,Virginia,1985-09-06T00:00:00,2,2008,2,42
0,202698,Chris Singleton,Florida State,1989-11-21T00:00:00,3,2011,1,18
0,203491,Peyton Siva,Louisville,1990-10-24T00:00:00,1,2013,2,56
0,2447,Tamar Slay,Marshall,1980-04-02T00:00:00,4,2002,2,53
0,203935,Marcus Smart,Oklahoma State,1994-03-06T00:00:00,8,2014,1,6
0,200783,Craig Smith,Boston College,1983-11-10T00:00:00,6,2006,2,36
0,2074,Jabari Smith,Louisiana State,1977-02-12T00:00:00,5,2000,2,45
0,1630188,Jalen Smith,Maryland,2000-03-16T00:00:00,2,2020,1,10
0,201160,Jason Smith,Colorado State,1986-03-02T00:00:00,11,2007,1,20
0,2746,Josh Smith,Oak Hill Academy (VA),1985-12-05T00:00:00,13,2004,1,17
0,2065,Mike Smith,Louisiana-Monroe,1976-04-15T00:00:00,2,2000,2,35
0,202701,Nolan Smith,Duke,1988-07-25T00:00:00,3,2011,1,21
0,203893,Russ Smith,Louisville,1991-04-19T00:00:00,2,2014,2,47
0,120,Steven Smith,Michigan State,1969-03-31T00:00:00,15,1991,1,5
0,200848,Steven Smith,La Salle,1983-04-12T00:00:00,2,Undrafted,Undrafted,Undrafted
0,2604,Theron Smith,Ball State,1980-10-03T00:00:00,3,Undrafted,Undrafted,Undrafted
0,1629015,Zhaire Smith,Texas Tech,1999-06-04T00:00:00,3,2018,1,16
0,203503,Tony Snell,New Mexico,1991-11-10T00:00:00,9,2013,1,20
0,2745,Kirk Snyder,Nevada-Reno,1983-06-05T00:00:00,5,2004,1,16
0,2226,Will Solomon,Clemson,1978-07-20T00:00:00,2,2001,2,32
0,2443,Darius Songaila,Wake Forest,1978-02-14T00:00:00,9,2002,2,49
0,203480,James Southerland,Syracuse,1990-04-28T00:00:00,1,Undrafted,Undrafted,Undrafted
0,2776,Pape Sow,California State-Fullerton,1981-11-22T00:00:00,4,2004,2,47
0,1629034,Ray Spalding,Louisville,1997-03-11T00:00:00,2,2018,2,56
0,1629016,Omari Spellman,Villanova,1997-07-21T00:00:00,3,2018,1,30
0,201168,Tiago Splitter,Baskonia,1985-01-01T00:00:00,8,2007,1,28
0,1630531,Jaden Springer,Tennessee,2002-09-25T00:00:00,1,2021,1,28
0,1630199,Cassius Stanley,Duke,1999-08-18T00:00:00,2,2020,2,54
0,203917,Nik Stauskas,Michigan,1993-10-07T00:00:00,6,2014,1,8
0,202362,Lance Stephenson,Cincinnati,1990-09-05T00:00:00,10,2010,2,40
0,1630205,Lamar Stevens,Penn State,1997-07-09T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1630569,DJ Steward,Duke,2001-10-02T00:00:00,0,Undrafted,Undrafted,Undrafted
0,1630191,Isaiah Stewart,Washington,2001-05-22T00:00:00,2,2020,1,16
0,203950,Jarnell Stokes,Tennessee,1994-01-07T00:00:00,4,2014,2,35
0,1627754,Diamond Stone,Maryland,1997-02-10T00:00:00,2,2016,2,40
0,2405,Amar'e Stoudemire,Cypress Creek HS (FL),1982-11-16T00:00:00,15,2002,1,9
0,201199,DJ Strawberry,Maryland,1985-06-15T00:00:00,2,2007,2,59
0,201155,Rodney Stuckey,Eastern Washington,1986-04-21T00:00:00,10,2007,1,15
0,203096,Jared Sullinger,Ohio State,1992-03-04T00:00:00,5,2012,1,21
0,201969,DaJuan Summers,Georgetown,1988-01-24T00:00:00,5,2009,2,35
0,1628410,Edmond Sumner,Xavier,1995-12-31T00:00:00,4,2017,2,52
0,1628403,Caleb Swanigan,Purdue,1997-04-18T00:00:00,4,2017,1,26
0,2552,Michael Sweetney,Georgetown,1982-10-25T00:00:00,5,2003,1,9
0,1626208,Keifer Sykes,Wisc.-Green Bay,1993-12-30T00:00:00,1,Undrafted,Undrafted,Undrafted
0,101147,Chris Taft,Pittsburgh,1985-03-10T00:00:00,2,2005,2,42
0,78299,Jeff Taylor,Texas Tech,1960-01-01T00:00:00,2,1982,2,42
0,201966,Jermaine Taylor,Central Florida,1986-12-08T00:00:00,2,2009,2,32
0,201446,Mike Taylor,Iowa State,1986-01-21T00:00:00,2,2008,2,55
0,203116,Tyshawn Taylor,Kansas,1990-04-12T00:00:00,2,2012,2,41
0,201952,Jeff Teague,Wake Forest,1988-06-10T00:00:00,13,2009,1,19
0,203104,Marquis Teague,Kentucky,1993-02-28T00:00:00,3,2012,1,29
0,1630179,Tyrell Terry,Stanford,2000-09-28T00:00:00,3,2020,2,31
0,201934,Hasheem Thabeet,Connecticut,1987-02-16T00:00:00,5,2009,1,2
0,203519,Adonis Thomas,Memphis,1993-03-25T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1630560,Cam Thomas,Louisiana State,2001-10-13T00:00:00,1,2021,1,27
0,202738,Isaiah Thomas,Washington,1989-02-07T00:00:00,11,2011,2,60
0,1629017,Khyri Thomas,Creighton,1996-05-08T00:00:00,4,2018,2,38
0,202952,Malcolm Thomas,San Diego State,1988-11-08T00:00:00,4,Undrafted,Undrafted,Undrafted
0,200748,Tyrus Thomas,Louisiana State,1986-08-17T00:00:00,8,2006,1,4
0,202717,Trey Thompkins,Georgia,1990-05-29T00:00:00,2,2011,2,37
0,101159,Dijon Thompson,UCLA,1983-03-23T00:00:00,2,2005,2,54
0,203138,Hollis Thompson,Georgetown,1991-04-03T00:00:00,5,Undrafted,Undrafted,Undrafted
0,202691,Klay Thompson,Washington State,1990-02-08T00:00:00,9,2011,1,11
0,202684,Tristan Thompson,Texas-Austin,1991-03-13T00:00:00,11,2011,1,4
0,1630550,JT Thor,Auburn,2002-08-26T00:00:00,1,2021,2,37
0,201154,Al Thornton,Florida State,1983-12-07T00:00:00,5,2007,1,14
0,201977,Marcus Thornton,Louisiana State,1987-06-05T00:00:00,8,2009,2,43
0,1628414,Sindarius Thornwell,South Carolina,1994-11-15T00:00:00,5,2017,2,48
0,1629681,Killian Tillie,Gonzaga,1998-03-05T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1630214,Xavier Tillman Sr.,Michigan State,1999-01-12T00:00:00,2,2020,2,35
0,2224,Jamaal Tinsley,Iowa State,1978-02-28T00:00:00,11,2001,1,27
0,1630225,Isaiah Todd,NBA G League Ignite,2001-10-17T00:00:00,1,2021,2,31
0,201229,Anthony Tolliver,Creighton,1985-06-01T00:00:00,14,Undrafted,Undrafted,Undrafted
0,718,Gary Trent,Ohio,1974-09-22T00:00:00,10,1995,1,11
0,1629019,Allonzo Trier,Arizona,1996-01-17T00:00:00,2,2018,,
0,101142,Ronny Turiaf,Gonzaga,1983-01-13T00:00:00,10,2005,2,37
0,202323,Evan Turner,Ohio State,1988-10-27T00:00:00,11,2010,1,2
0,1626167,Myles Turner,Texas-Austin,1996-03-24T00:00:00,7,2015,1,11
0,202719,Jeremy Tyler,Tokyo Apache,1991-06-21T00:00:00,4,2011,2,39
0,202327,Ekpe Udoh,Baylor,1987-05-20T00:00:00,8,2010,1,6
0,2757,Beno Udrih,,1982-07-05T00:00:00,14,2004,1,28
0,1627755,Tyler Ulis,Kentucky,1996-01-05T00:00:00,4,2016,2,34
0,1627784,Jarrod Uthoff,Iowa,1993-05-19T00:00:00,3,Undrafted,Undrafted,Undrafted
0,201987,Robert Vaden,Alabama-Birmingham,1985-03-03T00:00:00,1,2009,2,54
0,1627756,Denzel Valentine,Michigan State,1993-11-16T00:00:00,5,2016,1,14
0,202363,Jarvis Varnado,Mississippi State,1988-03-01T00:00:00,2,2010,2,41
0,202349,Greivis Vasquez,Maryland,1987-01-16T00:00:00,7,2010,1,28
0,1626173,Rashad Vaughn,UNLV,1996-08-16T00:00:00,3,2015,1,17
0,101111,Charlie Villanueva,Connecticut,1984-08-24T00:00:00,12,2005,1,7
0,203943,Noah Vonleh,Indiana,1995-08-24T00:00:00,7,2014,1,9
0,2761,Jackson Vroman,Iowa State,1981-06-06T00:00:00,2,2004,2,31
0,202696,Nikola Vucevic,Southern California,1990-10-24T00:00:00,11,2011,1,16
0,2756,Sasha Vujacic,Udine,1984-03-08T00:00:00,11,2004,1,27
0,2548,Dwyane Wade,Marquette,1982-01-17T00:00:00,17,2003,1,5
0,2402,Dajuan Wagner,Memphis,1983-02-04T00:00:00,4,2002,1,6
0,1629021,Moritz Wagner,Michigan,1997-04-26T00:00:00,4,2018,1,25
0,203079,Dion Waiters,Syracuse,1991-12-10T00:00:00,9,2012,1,4
0,202689,Kemba Walker,Connecticut,1990-05-08T00:00:00,11,2011,1,9
0,202322,John Wall,Kentucky,1990-09-06T00:00:00,10,2010,1,1
0,2575,Luke Walton,Arizona,1980-03-28T00:00:00,11,2003,2,32
0,1628476,Derrick Walton Jr.,Michigan,1995-04-03T00:00:00,3,Undrafted,Undrafted,Undrafted
0,203933,T.J. Warren,North Carolina State,1993-09-05T00:00:00,7,2014,1,14
0,202378,Willie Warren,Oklahoma,1989-10-22T00:00:00,2,2010,2,54
0,101124,Hakim Warrick,Syracuse,1982-07-08T00:00:00,8,2005,1,19
0,200827,Darius Washington,Memphis,1985-12-06T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1629023,P.J. Washington,Kentucky,1998-08-23T00:00:00,3,2019,1,12
0,1630613,Duane Washington Jr.,Ohio State,2000-03-24T00:00:00,1,Undrafted,Undrafted,Undrafted
0,1629682,Tremont Waters,LSU,1998-01-10T00:00:00,3,2019,2,51
0,1630570,Trendon Watford,Louisiana State,2000-11-09T00:00:00,1,Undrafted,Undrafted,Undrafted
0,201208,Darryl Watkins,Syracuse,1984-11-08T00:00:00,3,Undrafted,Undrafted,Undrafted
0,2248,Earl Watson,UCLA,1979-06-12T00:00:00,13,2001,2,39
0,1629683,Quinndary Weatherspoon,Mississippi State,1996-09-10T00:00:00,3,2019,2,49
0,101110,Martell Webster,Seattle Preparatory HS (WA),1986-12-04T00:00:00,11,2005,1,6
0,201603,Sonny Weems,Arkansas,1986-07-08T00:00:00,4,2008,2,39
0,1629118,Thomas Welsh,UCLA,1996-02-03T00:00:00,2,2018,2,58
0,2561,David West,Xavier,1980-08-29T00:00:00,16,2003,1,18
0,2753,Delonte West,St. Joseph's (PA),1983-07-26T00:00:00,9,2004,1,24
0,201566,Russell Westbrook,UCLA,1988-11-12T00:00:00,14,2008,1,4
0,101156,Robert Whaley,Walsh,1982-04-16T00:00:00,1,2005,2,51
0,1629632,Coby White,North Carolina,2000-02-16T00:00:00,3,2019,1,7
0,1628401,Derrick White,Colorado,1994-07-02T00:00:00,5,2017,1,29
0,2206,Rodney White,North Carolina-Charlotte,1980-06-28T00:00:00,5,2001,1,9
0,203091,Royce White,Iowa State,1991-04-10T00:00:00,2,2012,1,16
0,202358,Terrico White,Mississippi,1990-03-07T00:00:00,3,2010,2,36
0,1627785,Isaiah Whitehead,Seton Hall,1995-03-08T00:00:00,3,2016,2,42
0,202355,Hassan Whiteside,Marshall,1989-06-13T00:00:00,10,2010,2,33
0,1630580,Joe Wieskamp,Iowa,1999-08-23T00:00:00,1,2021,2,41
0,1630598,Aaron Wiggins,Maryland,1999-01-02T00:00:00,1,2021,2,55
0,203912,C.J. Wilcox,Washington,1990-12-30T00:00:00,4,2014,1,28
0,2404,Chris Wilcox,Maryland,1982-09-03T00:00:00,12,2002,1,8
0,2863,Damien Wilkins,Georgia,1980-01-11T00:00:00,10,Undrafted,Undrafted,Undrafted
0,1626210,Alan Williams,California-Santa Barbara,1993-01-28T00:00:00,5,Undrafted,Undrafted,Undrafted
0,101114,Deron Williams,Illinois,1984-06-26T00:00:00,13,2005,1,3
0,202682,Derrick Williams,Arizona,1991-05-25T00:00:00,7,2011,1,2
0,677,Eric Williams,Providence,1972-07-17T00:00:00,12,1995,1,14
0,2421,Frank Williams,Illinois,1980-02-25T00:00:00,4,2002,1,25
0,1629684,Grant Williams,Tennessee,1998-11-30T00:00:00,3,2019,1,22
0,101214,Jawad Williams,North Carolina,1983-02-19T00:00:00,3,Undrafted,Undrafted,Undrafted
0,2398,Jay Williams,Duke,1981-09-10T00:00:00,1,2002,1,2
0,202716,Jordan Williams,Maryland,1990-10-11T00:00:00,2,2011,2,36
0,200818,Justin Williams,Wyoming,1984-05-12T00:00:00,3,Undrafted,Undrafted,Undrafted
0,1629026,Kenrich Williams,TCU,1994-12-02T00:00:00,4,Undrafted,Undrafted,Undrafted
0,200766,Marcus Williams,Connecticut,1985-12-03T00:00:00,5,2006,1,22
0,201173,Marcus Williams,Arizona,1986-11-18T00:00:00,3,2007,2,33
0,101107,Marvin Williams,North Carolina,1986-06-19T00:00:00,16,2005,1,2
0,78558,Mike Williams,Bradley,1963-08-14T00:00:00,1,1986,3,51
0,2590,Mo Williams,Alabama,1982-12-19T00:00:00,14,2003,2,47
0,78561,Nate Williams,Utah State,1950-05-02T00:00:00,8,1976,5,69
0,199,Reggie Williams,Georgetown,1964-03-05T00:00:00,10,1987,1,4
0,202130,Reggie Williams,Virginia Military Institute,1986-09-14T00:00:00,7,Undrafted,Undrafted,Undrafted
0,200761,Shawne Williams,Memphis,1986-02-16T00:00:00,8,2006,1,17
0,200749,Shelden Williams,Duke,1983-10-21T00:00:00,7,2006,1,5
0,201944,Terrence Williams,Louisville,1987-06-28T00:00:00,5,2009,1,11
0,1627786,Troy Williams,Indiana,1994-12-30T00:00:00,4,Undrafted,Undrafted,Undrafted
0,1630533,Ziaire Williams,Stanford,2001-09-12T00:00:00,1,2021,1,10
0,1628430,Nigel Williams-Goss,Gonzaga,1994-09-16T00:00:00,2,2017,2,55
0,1629627,Zion Williamson,Duke,2000-07-06T00:00:00,2,2019,1,1
0,1628391,D.J. Wilson,Michigan,1996-02-19T00:00:00,5,2017,1,17
0,1627787,Kyle Wiltjer,Gonzaga,1992-10-20T00:00:00,2,Undrafted,Undrafted,Undrafted
0,1629685,Dylan Windler,Belmont,1996-09-22T00:00:00,2,2019,1,26
0,1626159,Justise Winslow,Duke,1996-03-26T00:00:00,7,2015,1,10
0,1630216,Cassius Winston,Michigan State,1998-02-28T00:00:00,2,2020,2,53
0,203481,Jeff Withey,Kansas,1990-03-07T00:00:00,5,2013,2,39
